Geneid,Genesymbol,Genebiotype,LNCAP_Hypoxia_S1,LNCAP_Hypoxia_S2,LNCAP_Normoxia_S1,LNCAP_Normoxia_S2,PC3_Hypoxia_S1,PC3_Hypoxia_S2,PC3_Normoxia_S1,PC3_Normoxia_S2
ENSG00000206536,OR5K3,protein_coding,0,0,0,0,0,0,0,0
ENSG00000206538,VGLL3,protein_coding,27,32,1,1,487,148,101,282
ENSG00000206549,"",protein_coding,0,2,2,0,0,0,0,0
ENSG00000206557,TRIM71,protein_coding,2,1,2,1,19,3,7,27
ENSG00000206559,ZCWPW2,protein_coding,9,9,15,12,19,4,6,14
ENSG00000206560,ANKRD28,protein_coding,2022,2367,2097,2065,2336,810,836,2384
ENSG00000206561,COLQ,protein_coding,70,90,113,145,3,4,5,12
ENSG00000206562,METTL6,protein_coding,558,609,679,822,152,54,66,179
ENSG00000206579,XKR4,protein_coding,0,1,1,0,2,0,2,6
ENSG00000211445,GPX3,protein_coding,0,2,0,0,0,0,0,0
ENSG00000211448,DIO2,protein_coding,6,6,6,8,5,1,2,8
ENSG00000211450,SELENOH,protein_coding,25,29,24,20,18,2,8,17
ENSG00000211452,DIO1,protein_coding,89,99,181,195,0,0,0,1
ENSG00000211454,AKR7L,protein_coding,15,27,23,29,6,4,2,3
ENSG00000211455,STK38L,protein_coding,2532,3019,1941,2086,2304,804,822,2174
ENSG00000211456,SACM1L,protein_coding,3801,4163,4008,4183,1236,428,454,1188
ENSG00000211460,TSN,protein_coding,2055,2693,2817,2951,833,255,367,1002
ENSG00000211584,SLC48A1,protein_coding,555,593,772,1225,336,146,300,770
ENSG00000211592,IGKC,IG_C_gene,0,0,0,0,0,0,0,0
ENSG00000211593,IGKJ5,IG_J_gene,0,0,0,0,0,0,0,0
ENSG00000211594,IGKJ4,IG_J_gene,0,0,0,0,0,0,0,0
ENSG00000211595,IGKJ3,IG_J_gene,0,0,0,0,0,0,0,0
ENSG00000211596,IGKJ2,IG_J_gene,0,0,0,0,0,0,0,0
ENSG00000211597,IGKJ1,IG_J_gene,0,0,0,0,0,0,0,0
ENSG00000211598,IGKV4-1,IG_V_gene,0,0,0,0,1,0,0,0
ENSG00000211599,IGKV5-2,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211611,IGKV6-21,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211623,IGKV2D-26,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211625,IGKV3D-20,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211626,IGKV6D-41,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211632,IGKV3D-11,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211633,IGKV1D-42,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211637,IGLV4-69,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211638,IGLV8-61,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211639,IGLV4-60,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211640,IGLV6-57,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211641,IGLV11-55,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211642,IGLV10-54,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211643,IGLV5-52,IG_V_gene,0,0,2,0,1,1,0,0
ENSG00000211644,IGLV1-51,IG_V_gene,1,0,0,1,0,0,2,1
ENSG00000211645,IGLV1-50,IG_V_gene,0,0,2,0,1,0,0,1
ENSG00000211647,IGLV5-48,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211648,IGLV1-47,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211649,IGLV7-46,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211650,IGLV5-45,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211651,IGLV1-44,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211652,IGLV7-43,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211653,IGLV1-40,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211654,IGLV5-37,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211655,IGLV1-36,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211656,IGLV2-33,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211657,IGLV3-32,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211658,IGLV3-27,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211659,IGLV3-25,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211660,IGLV2-23,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211661,IGLV3-22,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211662,IGLV3-21,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211663,IGLV3-19,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211664,IGLV2-18,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211665,IGLV3-16,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211666,IGLV2-14,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211667,IGLV3-12,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211668,IGLV2-11,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211669,IGLV3-10,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211670,IGLV3-9,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211672,IGLV4-3,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211673,IGLV3-1,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211674,IGLJ1,IG_J_gene,0,0,0,0,0,0,0,0
ENSG00000211675,IGLC1,IG_C_gene,0,0,0,0,0,0,0,0
ENSG00000211676,IGLJ2,IG_J_gene,0,0,0,0,0,0,0,0
ENSG00000211677,IGLC2,IG_C_gene,0,0,0,0,0,0,0,0
ENSG00000211678,IGLJ3,IG_J_gene,0,0,0,0,0,0,0,0
ENSG00000211679,IGLC3,IG_C_gene,0,0,0,0,0,0,0,0
ENSG00000211680,IGLJ4,IG_J_gene,0,0,0,0,0,0,0,0
ENSG00000211681,IGLJ5,IG_J_gene,0,0,0,0,0,0,0,0
ENSG00000211682,IGLJ6,IG_J_gene,0,0,0,0,0,0,0,0
ENSG00000211684,IGLJ7,IG_J_gene,0,0,0,0,0,0,0,0
ENSG00000211685,IGLC7,IG_C_gene,0,0,0,0,0,0,0,0
ENSG00000211687,TRGJ2,TR_J_gene,1,1,2,3,0,0,0,0
ENSG00000211688,TRGJP2,TR_J_gene,3,12,16,13,0,0,0,0
ENSG00000211689,TRGC1,TR_C_gene,57,93,116,161,0,0,0,0
ENSG00000211690,TRGJ1,TR_J_gene,2,2,1,0,0,0,0,0
ENSG00000211691,TRGJP,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211692,TRGJP1,TR_J_gene,0,0,2,0,0,0,0,0
ENSG00000211693,TRGV11,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211694,TRGV10,TR_V_gene,0,0,0,1,0,0,0,0
ENSG00000211695,TRGV9,TR_V_gene,24,48,59,91,0,0,0,0
ENSG00000211696,TRGV8,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211697,TRGV5,TR_V_gene,1,0,2,0,0,0,0,0
ENSG00000211698,TRGV4,TR_V_gene,3,1,1,1,0,0,0,0
ENSG00000211699,TRGV3,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211701,TRGV1,TR_V_gene,1,0,0,0,0,0,0,0
ENSG00000211706,TRBV6-1,TR_V_gene,1,0,0,0,0,0,0,0
ENSG00000211707,TRBV7-1,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211710,TRBV4-1,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211713,TRBV6-4,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211714,TRBV7-3,TR_V_gene,0,0,0,0,3,1,3,5
ENSG00000211715,TRBV5-3,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211716,TRBV9,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211717,TRBV10-1,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211720,TRBV11-1,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211721,TRBV6-5,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211724,TRBV6-6,TR_V_gene,1,0,0,0,0,0,0,0
ENSG00000211725,TRBV5-5,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211727,TRBV7-6,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211728,TRBV5-6,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211731,TRBV5-7,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211734,TRBV5-1,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211745,TRBV4-2,TR_V_gene,2,0,0,0,0,0,0,0
ENSG00000211746,TRBV19,TR_V_gene,2,0,0,0,0,0,0,0
ENSG00000211747,TRBV20-1,TR_V_gene,1,0,0,0,0,0,0,0
ENSG00000211749,TRBV23-1,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211750,TRBV24-1,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211751,TRBC1,TR_C_gene,16,0,0,0,18,9,6,23
ENSG00000211752,TRBV27,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211753,TRBV28,TR_V_gene,4,0,0,0,0,0,0,0
ENSG00000211764,TRBJ2-1,TR_J_gene,0,0,0,0,0,0,1,0
ENSG00000211765,TRBJ2-2,TR_J_gene,2,0,0,0,0,0,0,0
ENSG00000211766,TRBJ2-2P,TR_J_gene,2,0,0,0,0,0,0,0
ENSG00000211767,TRBJ2-3,TR_J_gene,2,0,0,0,2,2,2,1
ENSG00000211768,TRBJ2-4,TR_J_gene,1,0,0,0,0,0,0,1
ENSG00000211769,TRBJ2-5,TR_J_gene,2,0,0,0,0,0,0,0
ENSG00000211770,TRBJ2-6,TR_J_gene,2,0,0,0,0,0,0,0
ENSG00000211771,TRBJ2-7,TR_J_gene,3,0,0,0,0,0,0,0
ENSG00000211772,TRBC2,TR_C_gene,28,0,0,0,223,77,94,295
ENSG00000211776,TRAV2,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211777,TRAV3,TR_V_gene,1,0,6,1,0,0,0,0
ENSG00000211778,TRAV4,TR_V_gene,0,0,2,0,0,0,0,0
ENSG00000211779,TRAV5,TR_V_gene,4,1,0,1,0,0,0,0
ENSG00000211780,TRAV6,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211781,TRAV7,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211782,TRAV8-1,TR_V_gene,1,0,0,1,0,0,0,0
ENSG00000211783,TRAV9-1,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211784,TRAV10,TR_V_gene,1,0,0,0,0,0,0,0
ENSG00000211785,TRAV12-1,TR_V_gene,2,0,0,0,0,0,0,0
ENSG00000211786,TRAV8-2,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211787,TRAV8-3,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211788,TRAV13-1,TR_V_gene,1,0,0,0,0,0,0,0
ENSG00000211789,TRAV12-2,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211790,TRAV8-4,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211791,TRAV13-2,TR_V_gene,0,0,1,0,2,0,0,7
ENSG00000211792,TRAV14DV4,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211793,TRAV9-2,TR_V_gene,1,0,0,0,0,0,0,1
ENSG00000211794,TRAV12-3,TR_V_gene,2,0,0,0,0,0,0,0
ENSG00000211795,TRAV8-6,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211796,TRAV16,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211797,TRAV17,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211798,TRAV18,TR_V_gene,0,5,1,5,0,0,0,1
ENSG00000211799,TRAV19,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211800,TRAV20,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211801,TRAV21,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211802,TRAV22,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211803,TRAV23DV6,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211804,TRDV1,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211805,TRAV24,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211806,TRAV25,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211807,TRAV26-1,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211808,TRAV8-7,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211809,TRAV27,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211810,TRAV29DV5,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211812,TRAV26-2,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211813,TRAV34,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211815,TRAV36DV7,TR_V_gene,3,0,0,0,0,0,0,0
ENSG00000211816,TRAV38-1,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211817,TRAV38-2DV8,TR_V_gene,1,0,0,0,0,0,0,0
ENSG00000211818,TRAV39,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211819,TRAV40,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211820,TRAV41,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211821,TRDV2,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211825,TRDJ1,TR_J_gene,1,0,0,0,0,0,0,0
ENSG00000211826,TRDJ4,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211827,TRDJ2,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211828,TRDJ3,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211829,TRDC,TR_C_gene,1,0,0,0,0,0,0,1
ENSG00000211831,TRAJ61,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211832,TRAJ59,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211833,TRAJ58,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211834,TRAJ57,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211835,TRAJ56,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211836,TRAJ54,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211837,TRAJ53,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211838,TRAJ52,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211839,TRAJ50,TR_J_gene,1,0,0,0,0,0,0,0
ENSG00000211840,TRAJ49,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211841,TRAJ48,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211842,TRAJ47,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211843,TRAJ46,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211844,TRAJ45,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211845,TRAJ44,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211846,TRAJ43,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211847,TRAJ42,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211848,TRAJ41,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211849,TRAJ40,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211850,TRAJ39,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211851,TRAJ38,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211854,TRAJ35,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211855,TRAJ34,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211856,TRAJ33,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211857,TRAJ32,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211858,TRAJ31,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211859,TRAJ30,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211860,TRAJ29,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211861,TRAJ28,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211862,TRAJ27,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211863,TRAJ26,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211864,TRAJ25,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211865,TRAJ24,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211866,TRAJ23,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211867,TRAJ22,TR_J_gene,1,0,0,0,0,0,0,0
ENSG00000211868,TRAJ21,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211869,TRAJ20,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211870,TRAJ19,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211871,TRAJ18,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211872,TRAJ17,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211873,TRAJ16,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211875,TRAJ14,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211876,TRAJ13,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211877,TRAJ12,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211878,TRAJ11,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211879,TRAJ10,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211880,TRAJ9,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211882,TRAJ7,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211883,TRAJ6,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211884,TRAJ5,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211885,TRAJ4,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211886,TRAJ3,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211887,TRAJ2,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211888,TRAJ1,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211890,IGHA2,IG_C_gene,0,2,0,2,0,0,0,0
ENSG00000211891,IGHE,IG_C_gene,0,0,11,17,0,0,0,0
ENSG00000211892,IGHG4,IG_C_gene,31,46,39,55,0,0,0,0
ENSG00000211893,IGHG2,IG_C_gene,4,5,2,0,0,0,0,0
ENSG00000211895,IGHA1,IG_C_gene,0,0,1,3,0,0,0,0
ENSG00000211896,IGHG1,IG_C_gene,2,2,1,1,1,0,0,0
ENSG00000211897,IGHG3,IG_C_gene,2,1,6,5,0,0,0,0
ENSG00000211898,IGHD,IG_C_gene,1,0,6,0,0,0,0,0
ENSG00000211899,IGHM,IG_C_gene,0,1,0,1,0,0,0,0
ENSG00000211900,IGHJ6,IG_J_gene,0,0,0,0,0,0,0,0
ENSG00000211904,IGHJ2,IG_J_gene,0,0,0,0,0,0,0,0
ENSG00000211905,IGHJ1,IG_J_gene,0,0,0,0,0,0,0,0
ENSG00000211907,IGHD1-26,IG_D_gene,0,0,0,0,0,0,0,0
ENSG00000211909,IGHD5-24,IG_D_gene,0,0,0,0,0,0,0,0
ENSG00000211911,IGHD3-22,IG_D_gene,0,0,0,0,0,0,0,0
ENSG00000211912,IGHD2-21,IG_D_gene,0,0,0,0,0,1,0,0
ENSG00000211914,IGHD6-19,IG_D_gene,0,0,0,0,0,0,0,0
ENSG00000211915,IGHD5-18,IG_D_gene,0,0,0,0,0,0,0,0
ENSG00000211917,IGHD3-16,IG_D_gene,0,0,0,0,0,0,0,0
ENSG00000211918,IGHD2-15,IG_D_gene,0,0,0,0,0,0,0,0
ENSG00000211920,IGHD6-13,IG_D_gene,0,0,0,0,0,0,0,0
ENSG00000211921,IGHD5-12,IG_D_gene,0,0,0,0,0,0,0,0
ENSG00000211923,IGHD3-10,IG_D_gene,0,0,0,0,1,1,0,1
ENSG00000211924,IGHD3-9,IG_D_gene,0,0,0,0,0,0,0,0
ENSG00000211925,IGHD2-8,IG_D_gene,0,0,0,0,0,0,0,0
ENSG00000211928,IGHD5-5,IG_D_gene,0,0,0,0,0,0,0,0
ENSG00000211930,IGHD3-3,IG_D_gene,0,0,0,0,0,0,0,0
ENSG00000211931,IGHD2-2,IG_D_gene,0,0,0,0,0,0,0,0
ENSG00000211933,IGHV6-1,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211934,IGHV1-2,IG_V_gene,0,0,2,0,0,0,0,0
ENSG00000211935,IGHV1-3,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211937,IGHV2-5,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211938,IGHV3-7,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211941,IGHV3-11,IG_V_gene,0,1,1,0,0,0,0,0
ENSG00000211942,IGHV3-13,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211943,IGHV3-15,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211944,IGHV3-16,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211945,IGHV1-18,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211946,IGHV3-20,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211947,IGHV3-21,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211949,IGHV3-23,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211950,IGHV1-24,IG_V_gene,0,2,0,1,0,0,0,0
ENSG00000211951,IGHV2-26,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211952,IGHV4-28,IG_V_gene,0,0,0,1,0,0,0,0
ENSG00000211955,IGHV3-33,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211956,IGHV4-34,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211957,IGHV3-35,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211958,IGHV3-38,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211959,IGHV4-39,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211961,IGHV1-45,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211962,IGHV1-46,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211964,IGHV3-48,IG_V_gene,0,0,0,1,0,0,0,0
ENSG00000211965,IGHV3-49,IG_V_gene,0,0,0,1,0,0,0,0
ENSG00000211966,IGHV5-51,IG_V_gene,0,0,0,1,0,0,0,0
ENSG00000211967,IGHV3-53,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211968,IGHV1-58,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211970,IGHV4-61,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211972,IGHV3-66,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211973,IGHV1-69,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211974,IGHV2-70D,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211976,IGHV3-73,IG_V_gene,1,1,0,0,0,0,0,0
ENSG00000211979,IGHV7-81,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000212122,TSSK1B,protein_coding,1,0,0,0,0,0,0,0
ENSG00000212123,PRR22,protein_coding,55,103,67,86,6,2,7,16
ENSG00000212124,TAS2R19,protein_coding,4,5,3,8,11,3,3,13
ENSG00000212126,TAS2R50,protein_coding,0,0,0,0,2,0,0,4
ENSG00000212127,TAS2R14,protein_coding,14,19,28,38,17,1,3,3
ENSG00000212128,TAS2R13,protein_coding,0,0,0,0,1,0,0,3
ENSG00000212657,KRTAP16-1,protein_coding,0,1,0,0,0,0,0,1
ENSG00000212658,KRTAP29-1,protein_coding,0,0,0,0,0,0,0,0
ENSG00000212659,KRTAP9-6,protein_coding,0,0,0,0,0,0,0,0
ENSG00000212710,CTAGE1,protein_coding,4,5,2,3,3,2,0,1
ENSG00000212721,KRTAP4-11,protein_coding,0,0,0,0,0,0,0,0
ENSG00000212722,KRTAP4-9,protein_coding,0,0,0,0,29,17,5,19
ENSG00000212724,KRTAP2-3,protein_coding,0,0,0,0,3,1,0,3
ENSG00000212725,KRTAP2-1,protein_coding,0,0,0,0,0,0,0,0
ENSG00000212747,RTL8B,protein_coding,1,2,2,3,143,43,36,112
ENSG00000212807,OR2A42,protein_coding,0,0,0,0,0,0,0,0
ENSG00000212864,RNF208,protein_coding,712,740,420,688,36,19,15,36
ENSG00000212899,KRTAP3-3,protein_coding,0,0,0,0,0,0,0,0
ENSG00000212900,KRTAP3-2,protein_coding,0,0,0,0,0,0,1,0
ENSG00000212901,KRTAP3-1,protein_coding,0,0,0,0,0,0,0,0
ENSG00000212907,MT-ND4L,protein_coding,57510,59170,116495,154262,13292,4469,7119,20451
ENSG00000212916,MAP10,protein_coding,0,0,0,0,0,0,0,0
ENSG00000212933,KRTAP12-4,protein_coding,0,0,0,0,0,0,0,0
ENSG00000212935,KRTAP10-3,protein_coding,0,0,0,0,0,0,0,0
ENSG00000212938,KRTAP6-3,protein_coding,0,0,0,0,0,0,0,0
ENSG00000212993,POU5F1B,protein_coding,33,19,17,27,1,0,0,0
ENSG00000213015,ZNF580,protein_coding,1074,1180,822,1388,182,63,96,226
ENSG00000213020,ZNF611,protein_coding,525,648,599,562,794,250,268,688
ENSG00000213022,KLK9,protein_coding,0,0,0,0,0,0,0,0
ENSG00000213023,SYT3,protein_coding,45,27,14,24,23,8,15,26
ENSG00000213024,NUP62,protein_coding,3173,3924,3846,4569,1880,650,1096,2793
ENSG00000213030,CGB8,protein_coding,0,0,0,0,1,0,1,0
ENSG00000213047,DENND1B,protein_coding,952,1044,682,639,543,176,183,528
ENSG00000213064,SFT2D2,protein_coding,2676,3068,2248,2623,997,360,361,1101
ENSG00000213066,CEP43,protein_coding,783,958,821,841,275,95,127,317
ENSG00000213079,SCAF8,protein_coding,3295,3700,2786,2788,212,66,72,253
ENSG00000213085,CFAP45,protein_coding,121,120,91,144,9,4,1,2
ENSG00000213088,ACKR1,protein_coding,0,0,0,0,7,1,2,3
ENSG00000213096,ZNF254,protein_coding,1801,1814,1304,1293,451,144,116,337
ENSG00000213123,DYNLT2B,protein_coding,39,35,41,73,38,10,19,47
ENSG00000213139,CRYGS,protein_coding,50,54,47,44,30,13,16,64
ENSG00000213145,CRIP1,protein_coding,55,41,17,37,0,2,5,3
ENSG00000213160,KLHL23,protein_coding,2306,3005,2699,2479,1359,436,638,1701
ENSG00000213171,LINGO4,protein_coding,35,30,17,21,0,0,0,0
ENSG00000213185,FAM24B,protein_coding,663,786,700,640,143,68,68,209
ENSG00000213186,TRIM59,protein_coding,214,271,400,439,291,131,190,404
ENSG00000213190,MLLT11,protein_coding,512,638,263,357,3571,1194,1285,3480
ENSG00000213199,ASIC3,protein_coding,236,231,105,141,45,16,6,40
ENSG00000213203,GIMAP1,protein_coding,0,0,0,0,0,0,0,0
ENSG00000213204,"",protein_coding,6,5,6,5,12,1,3,11
ENSG00000213213,CCDC183,protein_coding,190,195,52,70,3,1,0,0
ENSG00000213214,ARHGEF35,protein_coding,60,74,82,84,12,1,2,6
ENSG00000213215,OR2F1,protein_coding,0,0,0,0,0,0,0,0
ENSG00000213218,CSH2,protein_coding,0,0,0,1,0,0,0,0
ENSG00000213221,DNLZ,protein_coding,6,14,11,18,6,3,5,11
ENSG00000213231,TCL1B,protein_coding,0,0,0,0,0,0,1,0
ENSG00000213246,SUPT4H1,protein_coding,2,6,14,5,2,2,1,5
